"property_id","price"
"d56159653f5d2abc5ed5acd7",756478270.708156
"45550aa81c0151f1fd9fd8fe",959207460.44349
"735deef3382aa15930482f3e",494205604.038053
"0dd49fa8bb7be52b851c6dc9",756478270.708156
"7d3220a91e78f8bc2924d1cd",959207460.44349
"d3054072b2175deec2c1f8dc",494205604.038053
"b7574b06d593fca4eac59815",494205604.038053
"79e822115c5c1a4531366001",642691238.115284
"d3ed5316a463d38c1bd321d0",959207460.44349
"2f1880c9b8f7ac2715e1236d",759227073.952948
"dcca1c7f109175760ff531c6",959207460.44349
"dfc4f3facf91bbd93ee0fa4d",494205604.038053
"30e134a6cbe61d7954d0f56b",436836272.53501
"385fee7bd9ad7722d45dd034",436836272.53501
"87199c236bf22903d1aafdd0",436836272.53501
"19e19ad0cd6b5e84d8aa970e",642691238.115284
"907f968e78d748fde69dd44f",959207460.44349
"be094e5db0f784e3aa013aae",436836272.53501
"7ab96f83915bc84f8c03c1bd",436836272.53501
"07f4aa9b9ff5b0b05d31e6c0",759227073.952948
"e9be8cd37abed8ab510ba1f5",637581362.162278
"5f6ad58df27b562db077b5ce",759227073.952948
"ee96d947484aaace40f9b77f",637581362.162278
"15c4aef8401208054697b81e",756478270.708156
"22d6cb11333f2839b8112b89",959207460.44349
"288c09c33907dadbae495c11",959207460.44349
"f71d2bca0c5fe2720a1544c4",494205604.038053
"451744cf3ce55a98db8a3562",494205604.038053
"fba9ae05a6a8a9e0c6268a9f",494205604.038053
"1338e58f7dcebf5a1ea59388",436836272.53501
"a817e8da0ada143ac87277ee",494205604.038053
"46d8bb3e9a0ca584d3c7a317",494205604.038053
"b2506aa9463aebf01e1e00ca",494205604.038053
"7ec025b9b6e6f33bf65af41b",494205604.038053
"2ff531e27672ecd2362eed55",642691238.115284
"9b3cf0d1b91b9c6a2a887647",494205604.038053
"7db5291ce4602d9b2b266872",494205604.038053
"65d5918e826c33bb950fc008",494205604.038053
"395c34e4b8f52cbdb0522459",494205604.038053
"855f4b67d2bd6d18fd03d8e7",759227073.952948
"9ff06409b37e5b5dece4604a",494205604.038053
"0508cd7bd2c77ebb6fea1e56",494205604.038053
"b45fff2e718e54772d46a3fd",494205604.038053
"cf4d2297b73dbc357d21e31b",494205604.038053
"0ada7044c5b29925abc90879",494205604.038053
"6305f02255274ab5fb6bd39c",494205604.038053
"d9a94194ae1350512beff3e6",494205604.038053
"e3896296cb80d50d9ad3f903",494205604.038053
"6514f355887c64136edb5595",759227073.952948
"f03400cc18e12903b3ffbe5a",637581362.162278
"4e134600155a64783b3f8c3e",756478270.708156
"d63ebc63c82fbf66d8b6ffd3",756478270.708156
"1bd64811bd59706844230198",756478270.708156
"a83921284639eedd4a511cb6",756478270.708156
"a2f3f7a1cd573e2a33f52e2d",756478270.708156
"47344a66471fa51f61c64652",756478270.708156
"78fd849c9429091347d7e5c9",756478270.708156
"c3daf2abea55af99c9579319",756478270.708156
"52864916eb1984abca41ec66",756478270.708156
"c62494a9d7aede44f2f84023",756478270.708156
"a2b576643f7a032371587e5e",642691238.115284
"e53bc68f0e97ccead24f3e56",494205604.038053
"fd82c710aad91bc90af490fe",756478270.708156
"d436abc2ee37ba3dd561e940",756478270.708156
"216a598114a403676011cb51",494205604.038053
"ea230d5eccd2b687888173bb",436836272.53501
"18bd0dd7580f2a7cb19a90b9",436836272.53501
"b143c8ca6d334f6a73c3f2a0",436836272.53501
"ab388cb4fa511968783bafee",494205604.038053
"6a4f08cd04d558a56af732d9",436836272.53501
"7216c895aa047c4f405c4941",436836272.53501
"a493488dcd906dc74cf8a604",756478270.708156
"7844b0b2bc65dced90a355c6",756478270.708156
"c1976383069b6b82ab29d092",436836272.53501
"e5cfd99e2308b7b73581dbdc",494205604.038053
"c18c2ea88f4ac53970b53d2c",494205604.038053
"842c9f0e4edf1e5a672ce15e",756478270.708156
"7dd1e46dcbddc6bf5ef694de",436836272.53501
"6cc4f32b39180bd1ec7e117b",756478270.708156
"79e643789a85dc4ffad49a25",959207460.44349
"b3402a9173d289d6db78e09d",756478270.708156
"a446507813234e358db8b573",436836272.53501
"c8ef57ddfb35061d1876f94e",637581362.162278
"360be0df2c003005e3db080e",959207460.44349
"9ab245a4c91877cb7a8661ce",959207460.44349
"a57a34c7486e7a40e8deb316",494205604.038053
"ceba7d0f56f6cb03538962fb",494205604.038053
"d5475993f9db58c3e4baf7a3",959207460.44349
"d37a1dda09e30da13ff5bfc3",494205604.038053
"68a8b8d077a8232723bf37e9",759227073.952948
"e1eea7716ca6490b7640717a",494205604.038053
"4ae6d75b10848d259ecba576",494205604.038053
"17afbce5c0b56732abbea936",494205604.038053
"84a2673eccd3cf3bd7fd3eb0",756478270.708156
"f2f4e6cbafe527b155707f01",756478270.708156
"de2e3a592cda5b76c9573c5c",959207460.44349
"fac651cf404a58f24dc7d286",959207460.44349
"e6f312a0877af26b69855a3d",959207460.44349
"333a643c623a9bc75f3a40f2",959207460.44349
"64593641e470908ef23b46cb",637581362.162278
"ce9f2f0071be658ae75ca6f9",642691238.115284
"9ab385e399a4673732b6a799",756478270.708156
"3429c774b736cefc051e2c55",494205604.038053
"a51ad0372758b2bbfe73f8fd",494205604.038053
"8c801a266256e3fbabe7e3d2",756478270.708156
"ca2f81b8fb6fda20aefb0ccb",756478270.708156
"3c1b1f86087f9b99380e387c",959207460.44349
"b0cad5d612954b8cab18101c",959207460.44349
"7eb991f4c69215377e4dac8f",959207460.44349
"0d130b8bea4321300396fa34",756478270.708156
"8dfa059401e1dca80ae65ae1",959207460.44349
"3e3f264cd0ac7a65ed2349a2",759227073.952948
"112dce80bf512f3f24391d23",436836272.53501
"ff25ded6333278149f8fb68f",959207460.44349
"d555b82c192794e87e9d536f",959207460.44349
"a787382d96ef9fce8f27bc70",959207460.44349
"8c3aa295f7bcfd9a43eb2037",759227073.952948
"13ac95652fb3cf6c43dafc66",436836272.53501
"42fc6a80b882c32f6264ac10",494205604.038053
"1e9c53e09220d689a0210ab9",494205604.038053
"3348706086aa3db5c92259c3",494205604.038053
"66d402a9b7d05f29282ddb00",494205604.038053
"cf88be51d6f31c10e5868ff7",494205604.038053
"30b3f38716be209a894b0942",494205604.038053
"0a5908a92d0ba3e36f54b1f3",756478270.708156
"dd206b6ea2d7f6555109ea39",494205604.038053
"c641febd8bc2ece3e4d2d8b6",494205604.038053
"c11fdc02a288af0572a2bca1",637581362.162278
"35dc60a65969b264ab283d6d",494205604.038053
"d9cb0f637cd4feaaaf8a21c0",756478270.708156
"7e8dfae9a5f1faf8afa706f7",494205604.038053
"a280fe7610c254b935c9dcfc",494205604.038053
"85524880fdc4e4daf90e96fd",436836272.53501
"f361109d06f6609c16724b39",494205604.038053
"3f6b2f0c0876c21755369cb6",494205604.038053
"de26819064a290ce78d8fcc1",494205604.038053
"91be1260a84ab7fa3521c495",494205604.038053
"18c8dc4549d38c918af2972e",759227073.952948
"782b0fb8641849c2c34291e6",436836272.53501
"54933f8b33a4fd6f031ed5be",759227073.952948
"953176c9a901b4f61c030432",494205604.038053
"357e2add3d68167a4f3ce15e",494205604.038053
"90332d50e91925eb9b614bef",494205604.038053
"11723d1d472bf1a3fdd8b72c",756478270.708156
"01f8b6799e2910f7769db175",756478270.708156
"a0d5001f7dd42d7f0c91d2a9",756478270.708156
"d4439c35bcb88e1490916c67",756478270.708156
"4a73dad0ff8a5262e8b07c4b",756478270.708156
"3dd8085a65f24b497ea59557",756478270.708156
"39ef085809bc80e32e7b6af6",756478270.708156
"b98ee16e8fd7d1c75a9da13c",756478270.708156
"16deb26bf740fa61e258f545",756478270.708156
"732a3bd457d7798e1fd892f6",756478270.708156
"1376058cb128a1c7729cd2e9",756478270.708156
"cac7e7c3e13af91bdc7107e8",756478270.708156
"9f3dfa6e1422f6aeac527c61",756478270.708156
"4dd3d1288ccb66ee4fb9c097",756478270.708156
"15fb97d6a43731d61e95d004",756478270.708156
"dac29573163315edf99e0e7a",637581362.162278
"b93f2864087d41c3c92d43c3",756478270.708156
"cd4656aed92f5c0a0b6b7c0c",756478270.708156
"556210496090b42ac10cf1b8",642691238.115284
"762979729fb21e56a32ed14e",642691238.115284
"ea935b76abe664d5e2c4736f",494205604.038053
"40e9ef1e7c6749b7a8d04ea9",494205604.038053
"058265732a484ac8d5497f5c",494205604.038053
"6f52ea8340cdd283f9a79720",436836272.53501
