"property_id","price"
"d56159653f5d2abc5ed5acd7",1165689579.16582
"45550aa81c0151f1fd9fd8fe",800817988.2825
"735deef3382aa15930482f3e",700855042.882432
"0dd49fa8bb7be52b851c6dc9",915788160.126945
"7d3220a91e78f8bc2924d1cd",1289173978.80424
"d3054072b2175deec2c1f8dc",347045088.785524
"b7574b06d593fca4eac59815",351364460.522175
"79e822115c5c1a4531366001",695372900.93069
"d3ed5316a463d38c1bd321d0",1279013738.67042
"2f1880c9b8f7ac2715e1236d",926481101.668005
"dcca1c7f109175760ff531c6",667532876.362407
"dfc4f3facf91bbd93ee0fa4d",447220969.836788
"30e134a6cbe61d7954d0f56b",441673343.709692
"385fee7bd9ad7722d45dd034",482318056.599811
"87199c236bf22903d1aafdd0",510077358.306235
"19e19ad0cd6b5e84d8aa970e",429654148.157024
"907f968e78d748fde69dd44f",954054447.296007
"be094e5db0f784e3aa013aae",412749450.426849
"7ab96f83915bc84f8c03c1bd",370908544.2587
"07f4aa9b9ff5b0b05d31e6c0",1003754332.61154
"e9be8cd37abed8ab510ba1f5",835855013.56807
"5f6ad58df27b562db077b5ce",887822048.568347
"ee96d947484aaace40f9b77f",878429553.34754
"15c4aef8401208054697b81e",856527687.676406
"22d6cb11333f2839b8112b89",1301364193.55508
"288c09c33907dadbae495c11",1295918997.70685
"f71d2bca0c5fe2720a1544c4",393794251.791371
"451744cf3ce55a98db8a3562",396301658.326813
"fba9ae05a6a8a9e0c6268a9f",395899979.010355
"1338e58f7dcebf5a1ea59388",359832340.975896
"a817e8da0ada143ac87277ee",371519898.969724
"46d8bb3e9a0ca584d3c7a317",384341686.173658
"b2506aa9463aebf01e1e00ca",392507569.63464
"7ec025b9b6e6f33bf65af41b",450587357.351533
"2ff531e27672ecd2362eed55",655619988.799582
"9b3cf0d1b91b9c6a2a887647",732847716.073179
"7db5291ce4602d9b2b266872",438359793.597267
"65d5918e826c33bb950fc008",672215348.188185
"395c34e4b8f52cbdb0522459",765401999.800179
"855f4b67d2bd6d18fd03d8e7",1106951304.22026
"9ff06409b37e5b5dece4604a",631241293.960245
"0508cd7bd2c77ebb6fea1e56",430073106.618892
"b45fff2e718e54772d46a3fd",667725889.470137
"cf4d2297b73dbc357d21e31b",554129273.546299
"0ada7044c5b29925abc90879",492597055.026303
"6305f02255274ab5fb6bd39c",721752568.497241
"d9a94194ae1350512beff3e6",484645747.184415
"e3896296cb80d50d9ad3f903",699772874.416943
"6514f355887c64136edb5595",800629389.927833
"f03400cc18e12903b3ffbe5a",901447040.393341
"4e134600155a64783b3f8c3e",1067533842.75661
"d63ebc63c82fbf66d8b6ffd3",572510819.423282
"1bd64811bd59706844230198",988383835.454926
"a83921284639eedd4a511cb6",746687705.343443
"a2f3f7a1cd573e2a33f52e2d",559350727.654747
"47344a66471fa51f61c64652",757759121.646294
"78fd849c9429091347d7e5c9",799200898.989839
"c3daf2abea55af99c9579319",458067792.233049
"52864916eb1984abca41ec66",799200898.989839
"c62494a9d7aede44f2f84023",1080070298.33373
"a2b576643f7a032371587e5e",1213912597.43897
"e53bc68f0e97ccead24f3e56",513419327.207177
"fd82c710aad91bc90af490fe",662245755.603398
"d436abc2ee37ba3dd561e940",507493605.734809
"216a598114a403676011cb51",637016711.030638
"ea230d5eccd2b687888173bb",861666968.440274
"18bd0dd7580f2a7cb19a90b9",390511256.529442
"b143c8ca6d334f6a73c3f2a0",450535844.913514
"ab388cb4fa511968783bafee",368405089.270615
"6a4f08cd04d558a56af732d9",512123252.146347
"7216c895aa047c4f405c4941",555770036.014336
"a493488dcd906dc74cf8a604",1002928650.69739
"7844b0b2bc65dced90a355c6",707236484.904303
"c1976383069b6b82ab29d092",482435370.459933
"e5cfd99e2308b7b73581dbdc",521071217.023666
"c18c2ea88f4ac53970b53d2c",391057750.326263
"842c9f0e4edf1e5a672ce15e",830751841.176183
"7dd1e46dcbddc6bf5ef694de",503410831.319971
"6cc4f32b39180bd1ec7e117b",559313800.303775
"79e643789a85dc4ffad49a25",733821426.900104
"b3402a9173d289d6db78e09d",1001455711.06683
"a446507813234e358db8b573",478922876.84418
"c8ef57ddfb35061d1876f94e",626407967.386156
"360be0df2c003005e3db080e",1277186421.23576
"9ab245a4c91877cb7a8661ce",1316052077.78684
"a57a34c7486e7a40e8deb316",656462630.841817
"ceba7d0f56f6cb03538962fb",555964525.367766
"d5475993f9db58c3e4baf7a3",804313418.314024
"d37a1dda09e30da13ff5bfc3",519212361.59038
"68a8b8d077a8232723bf37e9",887822048.568347
"e1eea7716ca6490b7640717a",500660198.060783
"4ae6d75b10848d259ecba576",460907204.941362
"17afbce5c0b56732abbea936",632539140.804028
"84a2673eccd3cf3bd7fd3eb0",799200898.989839
"f2f4e6cbafe527b155707f01",1171266746.17841
"de2e3a592cda5b76c9573c5c",875728980.197359
"fac651cf404a58f24dc7d286",1366565022.74733
"e6f312a0877af26b69855a3d",1309975229.73976
"333a643c623a9bc75f3a40f2",1327220544.39066
"64593641e470908ef23b46cb",646541072.203125
"ce9f2f0071be658ae75ca6f9",1213912597.43897
"9ab385e399a4673732b6a799",768757724.263512
"3429c774b736cefc051e2c55",631608396.135816
"a51ad0372758b2bbfe73f8fd",658250644.415387
"8c801a266256e3fbabe7e3d2",608292152.315687
"ca2f81b8fb6fda20aefb0ccb",482569907.888468
"3c1b1f86087f9b99380e387c",883970559.167217
"b0cad5d612954b8cab18101c",918577695.815279
"7eb991f4c69215377e4dac8f",1052384335.59863
"0d130b8bea4321300396fa34",1094576845.75867
"8dfa059401e1dca80ae65ae1",1035504860.93961
"3e3f264cd0ac7a65ed2349a2",1332180312.94118
"112dce80bf512f3f24391d23",387850181.218486
"ff25ded6333278149f8fb68f",1156940959.19501
"d555b82c192794e87e9d536f",911713177.7084
"a787382d96ef9fce8f27bc70",1257011773.40817
"8c3aa295f7bcfd9a43eb2037",1150346524.4111
"13ac95652fb3cf6c43dafc66",460133356.068627
"42fc6a80b882c32f6264ac10",364293144.790226
"1e9c53e09220d689a0210ab9",363344816.381773
"3348706086aa3db5c92259c3",440585787.958432
"66d402a9b7d05f29282ddb00",425171050.799306
"cf88be51d6f31c10e5868ff7",437537004.494645
"30b3f38716be209a894b0942",389132198.368135
"0a5908a92d0ba3e36f54b1f3",499720986.572058
"dd206b6ea2d7f6555109ea39",695649909.605515
"c641febd8bc2ece3e4d2d8b6",548887476.762141
"c11fdc02a288af0572a2bca1",898160664.668218
"35dc60a65969b264ab283d6d",403368974.450923
"d9cb0f637cd4feaaaf8a21c0",987362137.33133
"7e8dfae9a5f1faf8afa706f7",380934704.18747
"a280fe7610c254b935c9dcfc",334901350.377867
"85524880fdc4e4daf90e96fd",517509543.273794
"f361109d06f6609c16724b39",672215348.188185
"3f6b2f0c0876c21755369cb6",721752568.497241
"de26819064a290ce78d8fcc1",448941715.861751
"91be1260a84ab7fa3521c495",693123108.527745
"18c8dc4549d38c918af2972e",855362384.032138
"782b0fb8641849c2c34291e6",343153085.401165
"54933f8b33a4fd6f031ed5be",701004887.923199
"953176c9a901b4f61c030432",660493230.09279
"357e2add3d68167a4f3ce15e",772138394.210686
"90332d50e91925eb9b614bef",679204826.712594
"11723d1d472bf1a3fdd8b72c",999008789.637219
"01f8b6799e2910f7769db175",977052693.310582
"a0d5001f7dd42d7f0c91d2a9",655593077.26507
"d4439c35bcb88e1490916c67",655593077.26507
"4a73dad0ff8a5262e8b07c4b",551628718.681798
"3dd8085a65f24b497ea59557",568392540.284925
"39ef085809bc80e32e7b6af6",1111343727.91549
"b98ee16e8fd7d1c75a9da13c",972345885.068511
"16deb26bf740fa61e258f545",967668329.016088
"732a3bd457d7798e1fd892f6",612029914.889687
"1376058cb128a1c7729cd2e9",1190429602.77854
"cac7e7c3e13af91bdc7107e8",847391346.882308
"9f3dfa6e1422f6aeac527c61",733081935.313894
"4dd3d1288ccb66ee4fb9c097",678870582.452073
"15fb97d6a43731d61e95d004",1011246315.12062
"dac29573163315edf99e0e7a",657350631.72901
"b93f2864087d41c3c92d43c3",937667662.636976
"cd4656aed92f5c0a0b6b7c0c",937667662.636976
"556210496090b42ac10cf1b8",1213912597.43897
"762979729fb21e56a32ed14e",1213912597.43897
"ea935b76abe664d5e2c4736f",672215348.188185
"40e9ef1e7c6749b7a8d04ea9",610810308.084031
"058265732a484ac8d5497f5c",490849666.055963
"6f52ea8340cdd283f9a79720",687237348.801085
"cafe7c1ee67458e05c84d5fb",721752568.497241
"3f45ed2f08a2b03b738fbb5e",510660259.276857
"f203b18854b75c4564d7a17d",711043767.920979
"d5333f639d11bc3ab073ed72",485048032.977709
