"property_id","price"
"d56159653f5d2abc5ed5acd7",804159631.453071
"45550aa81c0151f1fd9fd8fe",804159631.453071
"735deef3382aa15930482f3e",526613480.996409
"0dd49fa8bb7be52b851c6dc9",804159631.453071
"7d3220a91e78f8bc2924d1cd",804159631.453071
"d3054072b2175deec2c1f8dc",526613480.996409
"b7574b06d593fca4eac59815",526613480.996409
"79e822115c5c1a4531366001",449636748.973727
"d3ed5316a463d38c1bd321d0",804159631.453071
"2f1880c9b8f7ac2715e1236d",526613480.996409
"dcca1c7f109175760ff531c6",804159631.453071
"dfc4f3facf91bbd93ee0fa4d",526613480.996409
"30e134a6cbe61d7954d0f56b",449636748.973727
"385fee7bd9ad7722d45dd034",449636748.973727
"87199c236bf22903d1aafdd0",449636748.973727
"19e19ad0cd6b5e84d8aa970e",449636748.973727
"907f968e78d748fde69dd44f",804159631.453071
"be094e5db0f784e3aa013aae",449636748.973727
"7ab96f83915bc84f8c03c1bd",449636748.973727
"07f4aa9b9ff5b0b05d31e6c0",526613480.996409
"e9be8cd37abed8ab510ba1f5",804159631.453071
"5f6ad58df27b562db077b5ce",526613480.996409
"ee96d947484aaace40f9b77f",804159631.453071
"15c4aef8401208054697b81e",804159631.453071
"22d6cb11333f2839b8112b89",804159631.453071
"288c09c33907dadbae495c11",804159631.453071
"f71d2bca0c5fe2720a1544c4",526613480.996409
"451744cf3ce55a98db8a3562",526613480.996409
"fba9ae05a6a8a9e0c6268a9f",526613480.996409
"1338e58f7dcebf5a1ea59388",449636748.973727
"a817e8da0ada143ac87277ee",526613480.996409
"46d8bb3e9a0ca584d3c7a317",526613480.996409
"b2506aa9463aebf01e1e00ca",526613480.996409
"7ec025b9b6e6f33bf65af41b",526613480.996409
"2ff531e27672ecd2362eed55",449636748.973727
"9b3cf0d1b91b9c6a2a887647",526613480.996409
"7db5291ce4602d9b2b266872",526613480.996409
"65d5918e826c33bb950fc008",526613480.996409
"395c34e4b8f52cbdb0522459",526613480.996409
"855f4b67d2bd6d18fd03d8e7",526613480.996409
"9ff06409b37e5b5dece4604a",526613480.996409
"0508cd7bd2c77ebb6fea1e56",526613480.996409
"b45fff2e718e54772d46a3fd",526613480.996409
"cf4d2297b73dbc357d21e31b",526613480.996409
"0ada7044c5b29925abc90879",526613480.996409
"6305f02255274ab5fb6bd39c",526613480.996409
"d9a94194ae1350512beff3e6",526613480.996409
"e3896296cb80d50d9ad3f903",526613480.996409
"6514f355887c64136edb5595",526613480.996409
"f03400cc18e12903b3ffbe5a",804159631.453071
"4e134600155a64783b3f8c3e",804159631.453071
"d63ebc63c82fbf66d8b6ffd3",804159631.453071
"1bd64811bd59706844230198",804159631.453071
"a83921284639eedd4a511cb6",804159631.453071
"a2f3f7a1cd573e2a33f52e2d",804159631.453071
"47344a66471fa51f61c64652",804159631.453071
"78fd849c9429091347d7e5c9",804159631.453071
"c3daf2abea55af99c9579319",804159631.453071
"52864916eb1984abca41ec66",804159631.453071
"c62494a9d7aede44f2f84023",804159631.453071
"a2b576643f7a032371587e5e",449636748.973727
"e53bc68f0e97ccead24f3e56",526613480.996409
"fd82c710aad91bc90af490fe",804159631.453071
"d436abc2ee37ba3dd561e940",804159631.453071
"216a598114a403676011cb51",526613480.996409
"ea230d5eccd2b687888173bb",449636748.973727
"18bd0dd7580f2a7cb19a90b9",449636748.973727
"b143c8ca6d334f6a73c3f2a0",449636748.973727
"ab388cb4fa511968783bafee",526613480.996409
"6a4f08cd04d558a56af732d9",449636748.973727
"7216c895aa047c4f405c4941",449636748.973727
"a493488dcd906dc74cf8a604",804159631.453071
"7844b0b2bc65dced90a355c6",804159631.453071
"c1976383069b6b82ab29d092",449636748.973727
"e5cfd99e2308b7b73581dbdc",526613480.996409
"c18c2ea88f4ac53970b53d2c",526613480.996409
"842c9f0e4edf1e5a672ce15e",804159631.453071
"7dd1e46dcbddc6bf5ef694de",449636748.973727
"6cc4f32b39180bd1ec7e117b",804159631.453071
"79e643789a85dc4ffad49a25",804159631.453071
"b3402a9173d289d6db78e09d",804159631.453071
"a446507813234e358db8b573",449636748.973727
"c8ef57ddfb35061d1876f94e",804159631.453071
"360be0df2c003005e3db080e",804159631.453071
"9ab245a4c91877cb7a8661ce",804159631.453071
"a57a34c7486e7a40e8deb316",526613480.996409
"ceba7d0f56f6cb03538962fb",526613480.996409
"d5475993f9db58c3e4baf7a3",804159631.453071
"d37a1dda09e30da13ff5bfc3",526613480.996409
"68a8b8d077a8232723bf37e9",526613480.996409
"e1eea7716ca6490b7640717a",526613480.996409
"4ae6d75b10848d259ecba576",526613480.996409
"17afbce5c0b56732abbea936",526613480.996409
"84a2673eccd3cf3bd7fd3eb0",804159631.453071
"f2f4e6cbafe527b155707f01",804159631.453071
"de2e3a592cda5b76c9573c5c",804159631.453071
"fac651cf404a58f24dc7d286",804159631.453071
"e6f312a0877af26b69855a3d",804159631.453071
"333a643c623a9bc75f3a40f2",804159631.453071
"64593641e470908ef23b46cb",804159631.453071
"ce9f2f0071be658ae75ca6f9",449636748.973727
"9ab385e399a4673732b6a799",804159631.453071
"3429c774b736cefc051e2c55",526613480.996409
"a51ad0372758b2bbfe73f8fd",526613480.996409
"8c801a266256e3fbabe7e3d2",804159631.453071
"ca2f81b8fb6fda20aefb0ccb",804159631.453071
"3c1b1f86087f9b99380e387c",804159631.453071
"b0cad5d612954b8cab18101c",804159631.453071
"7eb991f4c69215377e4dac8f",804159631.453071
"0d130b8bea4321300396fa34",804159631.453071
"8dfa059401e1dca80ae65ae1",804159631.453071
"3e3f264cd0ac7a65ed2349a2",526613480.996409
"112dce80bf512f3f24391d23",449636748.973727
"ff25ded6333278149f8fb68f",804159631.453071
"d555b82c192794e87e9d536f",804159631.453071
"a787382d96ef9fce8f27bc70",804159631.453071
"8c3aa295f7bcfd9a43eb2037",526613480.996409
"13ac95652fb3cf6c43dafc66",449636748.973727
"42fc6a80b882c32f6264ac10",526613480.996409
"1e9c53e09220d689a0210ab9",526613480.996409
"3348706086aa3db5c92259c3",526613480.996409
"66d402a9b7d05f29282ddb00",526613480.996409
"cf88be51d6f31c10e5868ff7",526613480.996409
"30b3f38716be209a894b0942",526613480.996409
"0a5908a92d0ba3e36f54b1f3",804159631.453071
"dd206b6ea2d7f6555109ea39",526613480.996409
