"property_id","price"
"d56159653f5d2abc5ed5acd7",653600000
"45550aa81c0151f1fd9fd8fe",666100000
"735deef3382aa15930482f3e",631200000
"0dd49fa8bb7be52b851c6dc9",5.63e+08
"7d3220a91e78f8bc2924d1cd",734400000
"d3054072b2175deec2c1f8dc",747700000
"b7574b06d593fca4eac59815",567100000
"79e822115c5c1a4531366001",631400000
"d3ed5316a463d38c1bd321d0",844900000
"2f1880c9b8f7ac2715e1236d",677900000
"dcca1c7f109175760ff531c6",659500000
"dfc4f3facf91bbd93ee0fa4d",611200000
"30e134a6cbe61d7954d0f56b",559800000
"385fee7bd9ad7722d45dd034",458800000
"87199c236bf22903d1aafdd0",485200000
"19e19ad0cd6b5e84d8aa970e",4.48e+08
"907f968e78d748fde69dd44f",592400000
"be094e5db0f784e3aa013aae",721700000
"7ab96f83915bc84f8c03c1bd",544800000
"07f4aa9b9ff5b0b05d31e6c0",456200000
"e9be8cd37abed8ab510ba1f5",6.89e+08
"5f6ad58df27b562db077b5ce",748800000
"ee96d947484aaace40f9b77f",580400000
"15c4aef8401208054697b81e",446800000
"22d6cb11333f2839b8112b89",544200000
"288c09c33907dadbae495c11",570600000
"f71d2bca0c5fe2720a1544c4",6.2e+08
"451744cf3ce55a98db8a3562",412700000
"fba9ae05a6a8a9e0c6268a9f",777100000
"1338e58f7dcebf5a1ea59388",732100000
"a817e8da0ada143ac87277ee",490800000
"46d8bb3e9a0ca584d3c7a317",600800000
"b2506aa9463aebf01e1e00ca",687600000
"7ec025b9b6e6f33bf65af41b",583700000
"2ff531e27672ecd2362eed55",695900000
"9b3cf0d1b91b9c6a2a887647",554100000
"7db5291ce4602d9b2b266872",539700000
"65d5918e826c33bb950fc008",1209300000
"395c34e4b8f52cbdb0522459",567300000
"855f4b67d2bd6d18fd03d8e7",495900000
"9ff06409b37e5b5dece4604a",7.04e+08
"0508cd7bd2c77ebb6fea1e56",471300000
"b45fff2e718e54772d46a3fd",514600000
"cf4d2297b73dbc357d21e31b",576500000
"0ada7044c5b29925abc90879",781900000
"6305f02255274ab5fb6bd39c",686200000
"d9a94194ae1350512beff3e6",666300000
"e3896296cb80d50d9ad3f903",883500000
"6514f355887c64136edb5595",603500000
"f03400cc18e12903b3ffbe5a",1028800000
"4e134600155a64783b3f8c3e",534400000
"d63ebc63c82fbf66d8b6ffd3",541900000
"1bd64811bd59706844230198",5.52e+08
"a83921284639eedd4a511cb6",8.08e+08
"a2f3f7a1cd573e2a33f52e2d",370800000
"47344a66471fa51f61c64652",1255500000
"78fd849c9429091347d7e5c9",567100000
"c3daf2abea55af99c9579319",6.51e+08
"52864916eb1984abca41ec66",432200000
"c62494a9d7aede44f2f84023",479400000
"a2b576643f7a032371587e5e",661400000
"e53bc68f0e97ccead24f3e56",756900000
"fd82c710aad91bc90af490fe",657200000
"d436abc2ee37ba3dd561e940",616400000
"216a598114a403676011cb51",794500000
"ea230d5eccd2b687888173bb",5.19e+08
"18bd0dd7580f2a7cb19a90b9",455700000
"b143c8ca6d334f6a73c3f2a0",532700000
"ab388cb4fa511968783bafee",592100000
"6a4f08cd04d558a56af732d9",705100000
"7216c895aa047c4f405c4941",681600000
"a493488dcd906dc74cf8a604",401200000
"7844b0b2bc65dced90a355c6",697800000
"c1976383069b6b82ab29d092",561700000
"e5cfd99e2308b7b73581dbdc",447100000
"c18c2ea88f4ac53970b53d2c",615300000
"842c9f0e4edf1e5a672ce15e",9.4e+08
"7dd1e46dcbddc6bf5ef694de",444900000
"6cc4f32b39180bd1ec7e117b",752500000
"79e643789a85dc4ffad49a25",569500000
"b3402a9173d289d6db78e09d",850300000
"a446507813234e358db8b573",733200000
"c8ef57ddfb35061d1876f94e",563700000
"360be0df2c003005e3db080e",1059300000
"9ab245a4c91877cb7a8661ce",662900000
"a57a34c7486e7a40e8deb316",801900000
"ceba7d0f56f6cb03538962fb",663900000
"d5475993f9db58c3e4baf7a3",490300000
"d37a1dda09e30da13ff5bfc3",475400000
"68a8b8d077a8232723bf37e9",610700000
"e1eea7716ca6490b7640717a",677200000
"4ae6d75b10848d259ecba576",418700000
"17afbce5c0b56732abbea936",583100000
"84a2673eccd3cf3bd7fd3eb0",456100000
"f2f4e6cbafe527b155707f01",510400000
"de2e3a592cda5b76c9573c5c",5.79e+08
"fac651cf404a58f24dc7d286",581300000
"e6f312a0877af26b69855a3d",597900000
"333a643c623a9bc75f3a40f2",6.16e+08
"64593641e470908ef23b46cb",633800000
"ce9f2f0071be658ae75ca6f9",423600000
"9ab385e399a4673732b6a799",593200000
"3429c774b736cefc051e2c55",356100000
"a51ad0372758b2bbfe73f8fd",488400000
"8c801a266256e3fbabe7e3d2",612100000
"ca2f81b8fb6fda20aefb0ccb",643400000
"3c1b1f86087f9b99380e387c",541500000
"b0cad5d612954b8cab18101c",494400000
"7eb991f4c69215377e4dac8f",604900000
"0d130b8bea4321300396fa34",1117500000
"8dfa059401e1dca80ae65ae1",698700000
"3e3f264cd0ac7a65ed2349a2",878200000
"112dce80bf512f3f24391d23",714100000
"ff25ded6333278149f8fb68f",4.97e+08
"d555b82c192794e87e9d536f",586600000
"a787382d96ef9fce8f27bc70",551100000
"8c3aa295f7bcfd9a43eb2037",484700000
"13ac95652fb3cf6c43dafc66",472200000
"42fc6a80b882c32f6264ac10",773500000
"1e9c53e09220d689a0210ab9",437800000
"3348706086aa3db5c92259c3",540300000
"66d402a9b7d05f29282ddb00",5.77e+08
"cf88be51d6f31c10e5868ff7",636700000
"30b3f38716be209a894b0942",483400000
"0a5908a92d0ba3e36f54b1f3",496300000
"dd206b6ea2d7f6555109ea39",553400000
"c641febd8bc2ece3e4d2d8b6",704300000
"c11fdc02a288af0572a2bca1",480400000
"35dc60a65969b264ab283d6d",593900000
"d9cb0f637cd4feaaaf8a21c0",1.025e+09
"7e8dfae9a5f1faf8afa706f7",539100000
"a280fe7610c254b935c9dcfc",475500000
"85524880fdc4e4daf90e96fd",611100000
"f361109d06f6609c16724b39",585800000
"3f6b2f0c0876c21755369cb6",641400000
"de26819064a290ce78d8fcc1",523900000
"91be1260a84ab7fa3521c495",557800000
"18c8dc4549d38c918af2972e",588700000
"782b0fb8641849c2c34291e6",569400000
"54933f8b33a4fd6f031ed5be",614200000
"953176c9a901b4f61c030432",459400000
"357e2add3d68167a4f3ce15e",613500000
"90332d50e91925eb9b614bef",909500000
"11723d1d472bf1a3fdd8b72c",685700000
"01f8b6799e2910f7769db175",633100000
"a0d5001f7dd42d7f0c91d2a9",621600000
"d4439c35bcb88e1490916c67",327200000
"4a73dad0ff8a5262e8b07c4b",537900000
"3dd8085a65f24b497ea59557",683300000
"39ef085809bc80e32e7b6af6",495900000
"b98ee16e8fd7d1c75a9da13c",764300000
"16deb26bf740fa61e258f545",684800000
"732a3bd457d7798e1fd892f6",405100000
"1376058cb128a1c7729cd2e9",778900000
"cac7e7c3e13af91bdc7107e8",761100000
"9f3dfa6e1422f6aeac527c61",605900000
"4dd3d1288ccb66ee4fb9c097",346100000
"15fb97d6a43731d61e95d004",733500000
"dac29573163315edf99e0e7a",766800000
"b93f2864087d41c3c92d43c3",401500000
"cd4656aed92f5c0a0b6b7c0c",581500000
"556210496090b42ac10cf1b8",408700000
"762979729fb21e56a32ed14e",595200000
"ea935b76abe664d5e2c4736f",526800000
"40e9ef1e7c6749b7a8d04ea9",624400000
"058265732a484ac8d5497f5c",993200000
"6f52ea8340cdd283f9a79720",585800000
"cafe7c1ee67458e05c84d5fb",745300000
"3f45ed2f08a2b03b738fbb5e",580800000
"f203b18854b75c4564d7a17d",460300000
"d5333f639d11bc3ab073ed72",637400000
"c14f644116669a160446a945",725800000
"de585856ff546e00a5a4672e",455300000
"7a80663cae7c191b5d025fa0",668200000
"71f80198e68fbba902650b1a",535900000
"f3523e0626df8cea803ead0f",594800000
"619abd5f978b1573761be86d",441300000
"17a2323b855e93533a9f09f2",713100000
"38e8630f2c05ea38e2257c21",838800000
"1e3798d739f85ee0e5a314ca",1044400000
"46d0544f411bbfb6b452858c",482200000
"605e7a71eecb13b23ffca0c1",704500000
"7515b37b7ae7c62f3dafbe7d",549600000
"28be121ada9c9303be802474",6.89e+08
"331d54f8a1bd3dabce73d6d9",1326300000
"22d167639ccaace593dffa31",592100000
"36cd68fc3ffab79fcaa340ab",572300000
"db924733e88c361cdfab874a",6.04e+08
"64eea2e9a13a8edfe8ac7027",488900000
"97fe6eeed892111bfa20255b",529700000
"b54e6757829ac95e2076d954",512500000
"dd59b8122458557041903207",6.33e+08
"b35c58fc1c05a77433025318",672300000
"c41964afa164d8b75f8dbe92",524700000
"96b3ea80cce599b68f96f86e",428700000
"a4bc87ad4f1ad97c0a63d843",714100000
"16e62269e6aa2ea052d05f71",4.38e+08
"518b37b51f824fa0fb5075d3",614600000
"e083d83369cbc93fb94842a1",620700000
"57deff02895d5286eda10d89",625100000
"7ed35835fbe694bc237abe38",620300000
"b48efa9ddf36e85164354f26",553800000
"5910c9b29a1025bada93a5e1",770900000
"10a650e8cb5425c97f08f68a",585900000
"9e0feca2ec3043ae6f840631",435700000
"35ce37bbecac6b164fa21e6c",666300000
"c4955010d066e013812a85ea",568500000
"d5a83c31bec18d1c3eb9af7d",618700000
"70217bd08583854329722821",475600000
"28e748e7aa0a447731e06706",481600000
"27929c0a3e0fd2d6d2969e03",593200000
"5c5ea0d8bae75e0a5c88414f",6.37e+08
"2233f50cf7b04791cf1ddeaa",609300000
"bf430621f17dcaf17fb91ac7",810700000
"d8dc9de06461e0220bc55906",544300000
"d988975f8c4e6ee8fd8dc1e1",714300000
"bab884e0f99df269805e83a4",701100000
"8fa9b20af1508af7a01e2267",467900000
"b6f195d44ddbe10b78b97191",573900000
